,text,label,verifikasi
,Jangan belok,Marah,Benar
,NJIRRR MENGSAD,Sedih,Benar
,pasti dipanggil istri,Suka,Benar
,mau untung sampe mati?? invest anak aja,Bingung,Benar
,:love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture::love_you_gesture:,Lucu,Benar
,ooo gitu ~~~,Marah,Benar
,jirrr keras banget suara nya,Sedih,Benar
,bisa beli mobil anjay,Suka,Benar
,TELAT PUBER BERARTI???,Bingung,Benar
,baywan dong :rolling_on_the_floor_laughing:,Lucu,Benar
,dahh sesat yey kita sesat,Marah,Benar
,baru kali ini dewi fortun**** tidak memihak anda,Sedih,Benar
,amennn,Suka,Benar
,gay?,Bingung,Benar
,AWOKWOKOWK,Lucu,Benar
,asw,Marah,Benar
,waduh....,Sedih,Benar
,gabut bang,Suka,Benar
,BANGKE WKWKWK,Lucu,Benar
,gimanee??,Bingung,Benar
,ANJIIIRR DARK SIH PUSING,Marah,Benar
,ehhh ga gitu sih bang,Sedih,Benar
,HAH,Suka,Benar
,ntar bener :rolling_on_the_floor_laughing:,Lucu,Benar
,apaan dah kentang ni,Bingung,Benar
,udah diancem gaes,Marah,Benar
,nembak jauh di gaskan depan muka dia tak bisa,Sedih,Benar
,Botak tanggung sudah tidak tanggung lagi,Suka,Benar
,cukyok,Lucu,Benar
,ohh kek kenal itu,Bingung,Benar
,mau makan aja ribetttt,Marah,Benar
,makasih lagi makan nih,Sedih,Benar
,pizza hut,Suka,Benar
,wkwkkwwkw,Lucu,Benar
,step step apa yaaa,Bingung,Benar
,real haremmmm,Marah,Benar
,Gw ngerjain laprak aja 2 hari begadang,Sedih,Benar
,tebak Skor bang,Suka,Benar
,MAKSA NGIKUT TREND BEGO WKWKWK,Lucu,Benar
,siapa yang reflek cium layar,Bingung,Benar
,gk usah puting juga,Marah,Benar
,"kalau metavers nanti kayak SAO, trs ada org mati konyol karna RTO",Sedih,Benar
,clip that,Suka,Benar
,wakakakakakakaka,Lucu,Benar
,coklat selai tai,Bingung,Benar
,HOAX,Marah,Benar
,malah ke ampera,Sedih,Benar
,iya noice iya,Suka,Benar
,Yaelah gua br semester 3 aja udh jarang tidur wkwk,Lucu,Benar
,eh kok,Bingung,Benar
,HHHHEEEEEEEEEee,Sedih,Benar
,i knew it,Marah,Benar
,udah mulai :fire:,Suka,Benar
,wih duelist langsung siap wkwk,Lucu,Benar
,kampret kan?,Bingung,Benar
,ga bang makasih,Sedih,Benar
,TTP DISEBUT MEK,Marah,Benar
,on day monday waow,Suka,Benar
,KUNGKINGKANG WKWKWK,Lucu,Benar
,pH itu tingkat keasaman kan maksudnya?,Bingung,Benar
,imam imam hadeh,Sedih,Benar
,bangzat.....,Marah,Benar
,Judgement side case vang,Suka,Benar
,itu bang tara rebanaan apa gimana :face_with_tears_of_joy:,Lucu,Benar
,HEEEEEEEEEEEEEEEEEEEEEEEEE,Bingung,Benar
,kepikiran kan,Sedih,Benar
,munyuk,Marah,Benar
,3 bln mek,Suka,Benar
,wwkwkwkww,Lucu,Benar
,VANG KAPAN POLIGAMI ?,Bingung,Benar
,bang gema tidak dikelilingi hoki,Sedih,Benar
,ANCAMAN,Marah,Benar
,E yang flash,Suka,Benar
,wkwkwk NOICE,Lucu,Benar
,uler keket kah,Bingung,Benar
,panik tinggal sendiri,Sedih,Benar
,tiktok gw malah nonton preset anime :grinning_face_with_sweat:,Marah,Benar
,CLOUD BREAD CHRIS,Suka,Benar
,wkwkwkkw\,Lucu,Benar
,wkwkwk ini apa sih,Bingung,Benar
,bang lu sadar lu gk lulebih tinggi dari the rock,Sedih,Benar
,langsung mati mek,Marah,Benar
,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,nonton di vidio lah,Suka,Benar
,"kok, bagi lah",Bingung,Benar
,YAHHH RTO,Sedih,Benar
,"First Media, Tolonglah",Marah,Benar
,celana dalam,Suka,Benar
,kang dani wkwkwkwkwk,Lucu,Benar
,CUTE APAAN NICH,Bingung,Benar
,contoh curhat,Sedih,Benar
,kalo gitu persetan sirkel,Marah,Benar
,bang maen dynasty 9,Suka,Benar
,aduh kwkwkwkwk,Lucu,Benar
,"bang gema, kok tambah bulat habis acer live",Bingung,Benar
,giga F,Sedih,Benar
,jangna lah woe,Marah,Benar
,Malam Y'all,Suka,Benar
,wwwakowkakokoaww,Lucu,Benar
,judul typo bang,Bingung,Benar
,hadeh,Sedih,Benar
,jijique,Marah,Benar
,gwoblokkkk wkwkwkwwk,Lucu,Benar
,hi bang,Suka,Benar
,bang kpn nikah,Bingung,Benar
,saya sudh lihat video what turn around tetep ga ngerti,Sedih,Benar
,mulau ngegas,Marah,Benar
,GYM,Suka,Benar
,knp ngomongnya kek orag jaksel wkwk,Lucu,Benar
,bang resolusi 2022 apa,Bingung,Benar
,jadi ngeri nich,Sedih,Benar
,joooorrrrooookkkk,Marah,Benar
,POG CHAMP,Lucu,Benar
,rewind gara gara kebanyakan pargoy tiktok,Suka,Benar
,ff7 remake pc perlu mod ga?,Bingung,Benar
,ilang mukanya,Sedih,Benar
,JEBAKAN,Marah,Benar
,kwkwkkw mainan pleying pox,Lucu,Benar
,pake switch,Suka,Benar
,FBnya apa masgem,Bingung,Benar
,Flash nya tolong Vang,Sedih,Benar
,ricuh,Marah,Benar
,main game dong bang,Suka,Benar
,SODA GEMBIRA WKWK,Lucu,Benar
,BTW ITU DIFF7 REMAKE BAKAL ADA GA YA?,Bingung,Benar
,hamil duluan,Sedih,Benar
,PRO COD NI,Marah,Benar
,we never know,Suka,Benar
,di hack ka gita wkwk,Lucu,Benar
,bocik drama menyerang kah?,Bingung,Benar
,saya suka useless :winking_face:,Sedih,Benar
,Itu orang ngide juga tuh,Marah,Benar
,Oh kirain Porh Hub,Suka,Benar
,wkwkwkw nice job,Lucu,Benar
,TERTIKUNG,Sedih,Benar
,Vtuber kursi !?,Bingung,Benar
,rto njir,Marah,Benar
,"@NaotoShirogane pulang""",Suka,Benar
,wkwkwkwkkwkw,Lucu,Benar
,"bang, kangen konten dota 2 ngakak",Sedih,Benar
,banana Facebook nya apa?,Bingung,Benar
,gue kemarin mimpi di dunia jurassic kampret serem bener,Marah,Benar
,o7,Suka,Benar
,udah tumbal useless pulak wkwkwwk,Lucu,Benar
,"Sama kok kang, anda tdkn sendiri",Sedih,Benar
,bang apa bener bola kalo masuk oven malah jadi bolu?,Bingung,Benar
,Diya pamer,Marah,Benar
,nanti live lagi abis AFF kelar mas gem,Suka,Benar
,AOWKWOWK,Lucu,Benar
,maaf bang kalo ini di luar topik tapi gw penasaran menurut abang orang orang yang dukung lgbt gitu mereka cuman ikut ikutan doang gak sih bang?,Bingung,Benar
,f,Sedih,Benar
,"anying sukarno, jangan jangan ada mesin waktu",Marah,Benar
,2020 SEASON 2,Suka,Benar
,:grinning_squinting_face::grinning_squinting_face::grinning_squinting_face:,Lucu,Benar
,"alhamdulilah bang, ujan nich gbsa kencan :')",Sedih,Benar
,kalau kena NTR gimana?,Bingung,Benar
,TOLONG DIKONDISIKAN,Marah,Benar
,Gem main game dinosaurush Chrome gem,Suka,Benar
,WKKWKWWK,Lucu,Benar
,KESAMBET APAAN SIH?,Bingung,Benar
,I LOVE THIS PLACE *pas mati* I HATE THIS PLACE *kupret,Sedih,Benar
,mengbuset,Marah,Benar
,mau kurus tanpa olahraga? beli obat saya berbentuk bubuk mudah dihirup dan juga bisa membuat kurus hanya dengan waktu 4 Minggu,Suka,Benar
,yang penasaran dibalik topi kang Dani bisa cek subathonnya di twitch:rolling_on_the_floor_laughing:,Lucu,Benar
,salah masuk,Sedih,Benar
,bang ane nanya pendapat abang dengan clipper video tara arts,Bingung,Benar
,sombong,Marah,Benar
,GG bang:yougotthis::yougotthis:,Suka,Benar
,WKWKWKWKKW,Lucu,Benar
,biset terang banget,Sedih,Benar
,bang gem kenapa logo mobil honda sama logo motor honda berbeda???,Bingung,Benar
,gila timetravel,Marah,Benar
,TEKKKKKK BLESSSSSSSSSSSSS,Suka,Benar
,3G (Gema Gak Guna) :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,jurusan film ada kok,Sedih,Benar
,Duh jadi penasaran bao bao,Bingung,Benar
,sahabat gw kek bgsd semua,Marah,Benar
,Lah Chriss lagi Live,Suka,Benar
,HAHAHHAHAHHA,Lucu,Benar
,dia panicckkk mekkkk,Sedih,Benar
,ASTRI ?,Bingung,Benar
,curang woy,Marah,Benar
,Hororrant,Suka,Benar
,ngocok wkwkkww,Lucu,Benar
,IKUTAN2 NYA KELIATAN BANGET,Sedih,Benar
,oi tdi kemana anda,Bingung,Benar
,"abis dibelain, FM tiba2 berulah",Marah,Benar
,Gila ketampanan maks,Suka,Benar
,soda gembira lagi wkwwkwk,Lucu,Benar
,ya ampun itu perut mohon,Sedih,Benar
,gk penting ya,Bingung,Benar
,Otak Delay,Marah,Benar
,Anda kan YouTubers Legend / tua,Suka,Benar
,bangsat wkwkwkwk,Lucu,Benar
,jangan kan skripsi nugas aja bisa begadang tiap hari,Sedih,Benar
,ada apa nih saya ketinggalan,Bingung,Benar
,TENDANG KANGGGG,Marah,Benar
,hidup Yusuf,Suka,Benar
,Bangsat gw lagi makan wkwkwkwkw,Lucu,Benar
,"Tapi kan dia aku anggap teman,pegag hp dia lalu ngomong:""PATAIN NIH""",Sedih,Benar
,lah kan sama,Bingung,Benar
,iga bakar anjirr,Marah,Benar
,Refresh.,Suka,Benar
,kwkwkwkwkwkk,Lucu,Benar
,"bang saya punya temen, tapi teman saya penjilat. gimana tu bang, mereka cuman manfaatin tinggi gua doang selebihnya yaaaa. begitulah.",Sedih,Benar
,apa itu DW 9?,Bingung,Benar
,wadoohhhh...... udah ga bisa ini,Marah,Benar
,MAAAATIII,Suka,Benar
,Ku ke bao bao ahh byy gem awkwk,Lucu,Benar
,"hidup kek rafathar juga gaenak, ngapa ngapain masuk tv berasa gaada privasi",Sedih,Benar
,koq?,Bingung,Benar
,itu beda mesin,Marah,Benar
,ayok ges,Suka,Benar
,GG (gak guna) :rolling_on_the_floor_laughing:,Lucu,Benar
,"gua dibilang dah sombong gara gara jarang ngumpul, padahal lagi berusaha fokus sekolah buat magang mendatang di katainnya ama teman teman sekomplek brengsek lagi",Sedih,Benar
,"wait you call her ""baby'??",Bingung,Benar
,"MBAK GIT, BANG GEM GINJALNYA MINTA DI SENTIL NIIHH",Marah,Benar
,BIASA APA BNTR,Suka,Benar
,akwkakkwakalwk,Lucu,Benar
,susah,Sedih,Benar
,aethersx2 emu ps 2 kan ya?,Bingung,Benar
,RUSAK RUSAK PODCAST INI,Marah,Benar
,kan pake omnislash,Suka,Benar
,otaknya udah tua susah....,Sedih,Benar
,Trademark wkwkwk,Lucu,Benar
,@ArialzaTera hmm?,Bingung,Benar
,Itu ngide sih,Marah,Benar
,itu mah giant,Suka,Benar
,sebuah bukti subscriber nya sudah berumur seperti yang di subscribe,Sedih,Benar
,NGAKAKKKKK,Lucu,Benar
,kok husband???,Bingung,Benar
,cuk gk tanya,Marah,Benar
,Pantun,Suka,Benar
,Sedih anjerr,Sedih,Benar
,wkkw bang tara uplod,Lucu,Benar
,lanjut ke dota bang?,Bingung,Benar
,mh rise ada laba laba hey jangan,Marah,Benar
,:snake::snake::snake::snake::snake:,Suka,Benar
,krik krik krik,Sedih,Benar
,walaupun bot frag kita tau lah nih bapak2 hoki nya nggk ngotak asli akoowkakoaw,Lucu,Benar
,puasa berpa tahun bang buat nabung?,Bingung,Benar
,jgn kopirait ntar,Marah,Benar
,Tier putingg,Suka,Benar
,LAGI MAKAN INI HEI,Sedih,Benar
,wkwkekek,Lucu,Benar
,PODCAST OMOM MANE BANGG???,Bingung,Benar
,"jam segini hehh, malah makan",Marah,Benar
,@ChrisAxei Pasti anda,Suka,Benar
,awwkwwkk,Lucu,Benar
,aerith jangan di lvl up...you know lah...,Sedih,Benar
,lha apa bedanya?,Bingung,Benar
,W BARU KELAR MAKAN NGAPE BAHAS CEBOK,Marah,Benar
,Kata sya juga apa,Suka,Benar
,ahahahaha :grinning_squinting_face:,Lucu,Benar
,tapi kalo ketangkep bakal digebukin,Sedih,Benar
,buah dada ya,Bingung,Benar
,Kalo Chris kami pukulin rame2,Marah,Benar
,12 juta meq,Suka,Benar
,akwowakowkokwa,Lucu,Benar
,metaverse tapi inet RTO,Sedih,Benar
,temen temen bgst,Bingung,Benar
,dah,Marah,Benar
,20 20 nd,Suka,Benar
,wanjirrrr lahh :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,MAKBUNG ILANG SEBELAH JADI CUMA MAK,Bingung,Benar
,YAH KETINGGALAN,Sedih,Benar
,Melers2 tolol,Marah,Benar
,"Ada bang jerome, miawaug, banyak YTber bang, gak tiktoker",Suka,Benar
,AOAKAOWKOAK,Lucu,Benar
,koq biru,Bingung,Benar
,g bs omelin anaknya omelin bapaknya bang,Sedih,Benar
,JANGAN NFT BANG PLIS,Marah,Benar
,fps drop kah,Suka,Benar
,wkwkwk jangan lakukan sekarang,Lucu,Benar
,Masih suci bang maklum,Sedih,Benar
,Kok dejavu ya di part 6,Bingung,Benar
,#CORONAANJING,Marah,Benar
,KITA BUTUH WA!!!!!,Suka,Benar
,ga guna wokwokw,Lucu,Benar
,susah circle nyampur mah,Sedih,Benar
,SIAPA 3 ORANG YG DISLIKE NGAKU GAK,Bingung,Benar
,kan sama jing,Marah,Benar
,sosial media cuma 10% di kehidupan,Suka,Benar
,Mulai wkwkwkwk,Lucu,Benar
,nobar lahh,Sedih,Benar
,kok hoki,Bingung,Benar
,oh minta dirajam...,Marah,Benar
,ABIS GYM MAKAN NASI PADANG,Suka,Benar
,DUH MULAI RUSAK WKWKKW,Lucu,Benar
,bangg kokkk kamuhhh buncittt sekarang :(,Sedih,Benar
,bang tau gk acara jejepangan terbesar di dunia yg pernah diadain di Indonesia? ROMUSHA,Bingung,Benar
,suu,Marah,Benar
,ganti presiden...,Suka,Benar
,wkwkwkwkkwkwkwkwkw,Lucu,Benar
,fans nya norak norak bang,Sedih,Benar
,kok maen istri??,Bingung,Benar
,mulai kesel,Marah,Benar
,pasti budimenliman,Suka,Benar
,SEKALINYA DAPAT DIMANFAATIN SEBAIK MUNGKIN WKWK,Lucu,Benar
,NICE TRYY,Sedih,Benar
,"aneh padahal kan aku mau sponsorin nikahan nya, tapi masih nerima sponsor buat biaya nikah, apakah ingin dua kali? kak git? i liat you....",Bingung,Benar
,INGAT PRIVASI WAHAI PARA SIMP,Marah,Benar
,BANG SAYA GANTENG MAKASIH,Suka,Benar
,wkowkowkw,Lucu,Benar
,"Kekeuh PG-13 tapi mau ekspansi ke perjudian, hadeh Disney",Sedih,Benar
,skinnya mana bang,Bingung,Benar
,"udahhh lahh, kek ngebahas Piccolo",Marah,Benar
,DAH MULAI GAESSS,Suka,Benar
,Awokowkwok,Lucu,Benar
,bercermin mek,Sedih,Benar
,acer ar yu hir?,Bingung,Benar
,anying ngelag,Marah,Benar
,nekopong,Suka,Benar
,LAMA2 EMOSI YA WKWKWKW,Lucu,Benar
,meninggal lagi,Sedih,Benar
,whut??,Bingung,Benar
,sat,Marah,Benar
,smooothh,Suka,Benar
,wkwkwkwkwkw,Lucu,Benar
,POTONG GAJI MYA,Sedih,Benar
,apaan tuh DW9 :eyes:,Bingung,Benar
,FIRST MEDIA TOLONGLAH,Marah,Benar
,bagus,Suka,Benar
,wkwkwkkw kepala kentang gila berapa tahun lalu,Lucu,Benar
,bodo lah,Sedih,Benar
,nobar AFF apa bang?,Bingung,Benar
,gila baru prolog,Marah,Benar
,Saya sering digituin ama cewek yg gw suka dari kelas 1 ampe 6 dan sekarang dia udah mau nikah bang :smiling_face_with_tear:,Lucu,Benar
,udah mulai :fire:,Suka,Benar
,BAD LUCK,Sedih,Benar
,ngomongin PH. kok fitur search nya ngaco Yee?,Bingung,Benar
,Maling itu hey,Marah,Benar
,buat live nobar aja bang,Suka,Benar
,CERMINNYA MECAHIN DIRI :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Lucu,Benar
,"YT heyyy YT knp ngk ada notif, Tahiqque",Sedih,Benar
,bilogi?,Bingung,Benar
,mulai random padahal blm malam ni,Marah,Benar
,soundtrack the Witcher 3 heeeeeeeee,Suka,Benar
,Ebuseng pada adu streamer wkwkwk,Lucu,Benar
,Udah capek itu orang,Sedih,Benar
,Kepala kentang apaan?,Bingung,Benar
,WAHH FLEXXX,Marah,Benar
,aaaamin,Suka,Benar
,CIEEEE SELAMAT BANG ATAS TWITTER NYA wkwkwkwkw,Lucu,Benar
,Mati dong,Sedih,Benar
,apa kabar kamu hari ini,Bingung,Benar
,marahin bapaknya aja bang fufufufu,Marah,Benar
,lihat kelakuan om mu kak,Suka,Benar
,WWKWKKWKW,Lucu,Benar
,jadi NPC,Sedih,Benar
,"bukannya lu dulu nonton bkep rame"" dikelas bang?",Bingung,Benar
,"jangan maksain,nonton sendiri2 aja",Marah,Benar
,akwokaokwoakw,Lucu,Benar
,bang ajak rip sama dossier ngobrol atuh,Sedih,Benar
,kena santet meq,Suka,Benar
,Chris ar u hir??,Bingung,Benar
,otaknya udh beku,Marah,Benar
,hahaha astaga,Lucu,Benar
,2 - 1 menang indo,Suka,Benar
,KURANG TUA ANDAA,Sedih,Benar
,HAH STEP APAAAAA,Bingung,Benar
,gausah gila gila,Marah,Benar
,paling op,Suka,Benar
,omdo nya cepet wkwkkwkw,Lucu,Benar
,SABAR BAG,Sedih,Benar
,wtf?,Bingung,Benar
,parah,Marah,Benar
,1-4-0-4-5,Suka,Benar
,pecah podcast kali ini,Lucu,Benar
,"MOD TIFA BANG MOD TIFA BANG, Tydakk adil saya BRWOSING LAH :""v",Sedih,Benar
,bang mau nanya untuk keyboard (musik) lebih baik 61 atau 88 bang untuk pemula (menurut pendapat bang gema aja),Bingung,Benar
,DUIT IS DUIT PAHAM,Marah,Benar
,BETULLLLLL SEKALIIIII,Suka,Benar
,TIATY NIH,Sedih,Benar
,wkwkwkw gas lah,Lucu,Benar
,bang ngebym nya sama bang tara juga?,Bingung,Benar
,anying time travel,Marah,Benar
,Double meq,Suka,Benar
,anjir lag langsung otaknya,Sedih,Benar
,wkwkwk ngelag ya bang gem,Lucu,Benar
,something is not right hmm,Bingung,Benar
,maksa,Marah,Benar
,vidio gratis gaes,Suka,Benar
,YAKK LAGI,Sedih,Benar
,lagi makan nih :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Lucu,Benar
,yusuf???,Bingung,Benar
,"""T3R53R4H""",Marah,Benar
,DARI CIRKEL UTANG KE CUTE MAKIN BELOK,Suka,Benar
,bang aku hamil:(,Sedih,Benar
,wkwkwkwk kejauhan bgsd,Lucu,Benar
,100K BARU YA??? PINTER WKWKW,Bingung,Benar
,podo baeeee,Marah,Benar
,halo bg,Suka,Benar
,"Males ah pembahasanya pergaulan, aing ga bisa bergaul ga bisa ikut pembahasan :'v",Sedih,Benar
,maling wey wkwkw,Lucu,Benar
,@mbakgita ar yu Hirrr,Bingung,Benar
,bangsat. langsung rumah padang aja lah,Marah,Benar
,ciee dah tua ciee,Suka,Benar
,sabar kang sabar,Sedih,Benar
,xixixixix,Lucu,Benar
,APA ITU TIDUR ?,Bingung,Benar
,I don't like where this is going,Marah,Benar
,ter real life,Suka,Benar
,Bentar ka git bahaya nih,Sedih,Benar
,awokawok :moai:,Lucu,Benar
,"buset, pembahasan apa ini",Bingung,Benar
,spam,Marah,Benar
,untungnya gk bantet ya,Sedih,Benar
,Lost Judgement heyyyy,Suka,Benar
,Kita lihat dlm sehari pasti bang Gema menyerah lalu pilih rebahan lagi :face_with_hand_over_mouth::rolling_on_the_floor_laughing:,Lucu,Benar
,bang gema mau nanya ada emulator ps3 buat hp ga??,Bingung,Benar
,fansnya pada goblok,Marah,Benar
,Gausah lah,Sedih,Benar
,tai ngambang meq,Suka,Benar
,akakwkwk,Lucu,Benar
,racooncity udah bang?,Bingung,Benar
,copid bgst,Marah,Benar
,diludahin meq wkwk,Lucu,Benar
,KOK SEDIH,Sedih,Benar
,peningkatan fps bukannya GPU ya?,Bingung,Benar
,Mantan asuransi nih,Suka,Benar
,@Malviano Lorenzo diam apaan bos?? saya tidak spam,Marah,Benar
,wkwkwkkw lip lip,Lucu,Benar
,test,Sedih,Benar
,delay brp menit bang?,Bingung,Benar
,@EruzaCH wadoo samaan kita ....HIDUP vga CESPLENK,Suka,Benar
,terserah = plin plan,Marah,Benar
,BHAHAHHAHAA,Lucu,Benar
,tai ngambang again,Sedih,Benar
,aamiin..,Suka,Benar
,KOK NGESHARE KODE,Bingung,Benar
,kannnnnnn,Marah,Benar
,"kok ngajak mabar, MBAK GITA",Sedih,Benar
,bloccc akwowkowk,Lucu,Benar
,SURUH KE DUKUN BANG BIAR PADA LUPA,Suka,Benar
,koq pun?,Bingung,Benar
,jangan ke japos dlu,Marah,Benar
,andai itu tadi GEMA,Sedih,Benar
,aowkwkwkk,Lucu,Benar
,CARRY US BAO BAO :grinning_squinting_face:,Suka,Benar
,APAKAH SAYA SUDAH MATI????,Bingung,Benar
,modusss,Marah,Benar
,bang lu sadar lu gk lu lebih tinggi dari the rock,Sedih,Benar
,kwkwkwkwkkwkwk,Lucu,Benar
,GILA JAGO,Suka,Benar
,Masih worth it gak beli PSVITA sekarang gua belum pernah mainin game PSVITA,Bingung,Benar
,Emang anjing temen yang kaya gitu,Marah,Benar
,Brh,Sedih,Benar
,sruduk aja bang Gem wkwkwk,Lucu,Benar
,KOK ESMONI YA???,Bingung,Benar
,porn halal,Suka,Benar
,gilaaakkk,Marah,Benar
,meninggal,Sedih,Benar
,awkoawkoawkoawk,Lucu,Benar
,Bang PS4 Fat rata2 brpa ya bang?,Bingung,Benar
,bang nonton bareng aff sambil streaming,Suka,Benar
,RIYAAA,Marah,Benar
,lag,Sedih,Benar
,sentolopers wkwkwkw,Lucu,Benar
,katanya haram bang?,Bingung,Benar
,MGN,Suka,Benar
,DISEMBELIH ANJIR,Marah,Benar
,Kok Om Dani mukanya ngga meyakinkan,Sedih,Benar
,APA ITU BELAJAR MENDING LIAT BANG GEMA AJA:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,@GemaShowIndo Batman 90k di steam rekomen gak bang?,Bingung,Benar
,gittttt,Suka,Benar
,CHAT DI STEAM?!?!?!?! MBAK GITAA,Marah,Benar
,nahhh,Sedih,Benar
,ngelag dong wkwkw,Lucu,Benar
,"bang, cassava bubar gegara apa?",Bingung,Benar
,ANTHRO,Suka,Benar
,ANYING DITRIMA,Marah,Benar
,why we still here just to suffer,Sedih,Benar
,sampe putus putus mic diye wkwkwkwkwk,Lucu,Benar
,ff7 ps1 ama yg baru sama apa nggak bang?,Bingung,Benar
,tutorial pukul cloud kang homo bang,Suka,Benar
,KAK GITAAAAAA GEMA RUSAAAAKKKKKK,Marah,Benar
,jgnkan rto bang pln aja masih mati lampu,Sedih,Benar
,wlwlwll,Lucu,Benar
,ngapain coba,Bingung,Benar
,"Its not twenty twenty two, its twenty twenty too",Suka,Benar
,diancem meq,Marah,Benar
,8-2 mengingatkan ku pada sesuatu,Sedih,Benar
,bang gema digendong nih wkwk,Lucu,Benar
,ganti Thumbnail kan...,Bingung,Benar
,namanya juga fitnah dajjal bang,Suka,Benar
,spam banyak amat,Marah,Benar
,jangan bahas tai bang dah lah,Sedih,Benar
,wkwkwk keluara dah tuh,Lucu,Benar
,bang DW 9 empires gimana menurut lu bang?,Bingung,Benar
,0002B0C0,Suka,Benar
,podcast ini gak beres,Marah,Benar
,udah wey spam kentangnya wkwkw,Lucu,Benar
,sholawat tullah alaika,Sedih,Benar
,eh cute paan toh,Bingung,Benar
,Aamiinnn,Suka,Benar
,GEPLAK BAPAKNYA CEPATTT,Marah,Benar
,WKWKWK GILA INNOVA JADI BAJAJ,Lucu,Benar
,step what?,Bingung,Benar
,disini juga lagi hujan gede banget nich,Sedih,Benar
,tapi disebut,Suka,Benar
,plis jangan nft,Marah,Benar
,Ternyata dia juga wkwkkwkw,Lucu,Benar
,VALORANT???????,Bingung,Benar
,sayang kurang ganteng,Sedih,Benar
,Wah...,Suka,Benar
,ember,Marah,Benar
,kapan CTR,Bingung,Benar
,akqokwoqkwow,Lucu,Benar
,"obama voicee bang, mati internet",Sedih,Benar
,terhipnotis kayaknya,Suka,Benar
,iya paling benci klo dikatain overprotektif,Marah,Benar
,kok santet,Bingung,Benar
,kwowkwowkwk,Lucu,Benar
,cloud muka tamvan tapi gay so gay,Sedih,Benar
,rise chan nungguin nich,Suka,Benar
,ngide sih ini,Marah,Benar
,Bro Gema gimana pandangan soal Galaxy Z Fold 3?,Bingung,Benar
,akhirnya wwkw,Lucu,Benar
,agak relate ya,Sedih,Benar
,EL capitalo del tim bok two one o one gk pake mouse and keyboard jadi dia pasti skip main game ini,Suka,Benar
,bodoooo,Marah,Benar
,lah kok gituu,Bingung,Benar
,awkakwwakawk kan bener,Lucu,Benar
,bang baca pc dong,Sedih,Benar
,pizza,Suka,Benar
,"haloo kak gita ada yang macam"" nihh",Marah,Benar
,SIAPA JUGA YG LAKUIN DAH,Bingung,Benar
,nah sepertinya sangat deket sekali orang yang dimaksud wkwkwk,Lucu,Benar
,FOMO ye bang,Sedih,Benar
,flawless nice,Suka,Benar
,Kak Gita Omnya Nakcal Nich,Marah,Benar
,BANG GEM LU NGAPAIN WKWKWKWKWKW,Lucu,Benar
,Gem Sehat????,Bingung,Benar
,dw 9 gak ada bang,Sedih,Benar
,puting mek,Suka,Benar
,DIA NYOGOK,Marah,Benar
,"A EP EP JUKI KAP, Wih Chris Kita Make CHANNEL LU AJA BANG STREAMING WKWKWK Canda Bang",Lucu,Benar
,kok gabijh,Bingung,Benar
,"tolong ya yg ngajak nobar di yt, ga bisa seenaknya nayangin hak siar tv ke youtube, plis stop spam nobar aff nya, ",Sedih,Benar
,VLOG GA SIH,Suka,Benar
,apa itu pandal? stringer lah,Marah,Benar
,watchalong gtu bang?,Bingung,Benar
,Yg pernah kayak bang gema absen wkwkwkwk,Lucu,Benar
,temennya mikir ini orang salah pergaulan,Sedih,Benar
,:potato:,Suka,Benar
,RTOOOO,Marah,Benar
,"Bang, WARRIOR OROCHI 4 KAPAN LANJUT NYA?",Bingung,Benar
,hahahahahahahaha,Lucu,Benar
,takutnya mati,Sedih,Benar
,64 jt,Suka,Benar
,GILAK,Marah,Benar
,return to hogward bang nonton blm?,Bingung,Benar
,ditonton mertua bang ati2 wkwk,Lucu,Benar
,PANIK,Sedih,Benar
,guta gitaa,Suka,Benar
,DAH DAHHH,Marah,Benar
,eh tadi itu ngelawan subscriber kah?,Bingung,Benar
,anjir buta sendiri wkwk,Lucu,Benar
,Random nya sama kayak bapaknya,Sedih,Benar
,gk ada bang,Suka,Benar
,HALOOO MBAK GITAA,Marah,Benar
,tungguu itu,Bingung,Benar
,Wkkwkwwk kaget,Lucu,Benar
,BRENGSEK SAYA TERSINDIR,Sedih,Benar
,eh ketelen,Suka,Benar
,ga usah gila deh,Marah,Benar
,kok mati bang,Bingung,Benar
,GAK ADA WKWKW,Lucu,Benar
,Mati simulator,Sedih,Benar
,2020 v2 gasken,Suka,Benar
,bangset,Marah,Benar
